,Unnamed: 0,Date_Posted,Comment,Username,Upvotes,date_retrieved,article_name,link,sections,word_count,character_count,link_count,emoji_count,hashtag_count,mention_count,polarity_pos,polarity_neg,polarity_neu,polarity_compound
9,9,2022-04-07 11:36:12.082025,This  might provide more fuel for Putin's argument and propaganda that that the west is out to get Russia. I worry we are encouraging MRGA and the corresponding argument that Russia needs to be independent.,,,04-07-2022,senate-set-to-pass-bills-to-strip-russia-of-favored-trade-status-ban-oil-imports,https://www.wsj.com/articles/senate-set-to-pass-bills-to-strip-russia-of-favored-trade-status-ban-oil-imports-11649338449#comments_sector,https://www.wsj.com/news/us?mod=nav_top_section,35,206,0,1,0,,0.08,0.234,0.686,-0.6705
10,10,2022-04-07 11:46:12.082025,Why were these sanctions voted on and the rest not?  Are they as meaningless as these?,,,04-07-2022,senate-set-to-pass-bills-to-strip-russia-of-favored-trade-status-ban-oil-imports,https://www.wsj.com/articles/senate-set-to-pass-bills-to-strip-russia-of-favored-trade-status-ban-oil-imports-11649338449#comments_sector,https://www.wsj.com/news/us?mod=nav_top_section,16,86,0,2,0,,0.0,0.179,0.821,-0.504
11,11,2022-04-07 11:29:12.082025,"""Senate Votes 100-0 to Strip Russia of Favored Trade Status, Back Biden Oil Ban""

Now do China.

Hint: Both parties (all globalist elites) did this to the American worker and the Western world....<span data-openweb-allow-amp=""true"" style=""font-weight: bold; cursor: pointer;"">See more</span>",,1.0,04-07-2022,senate-set-to-pass-bills-to-strip-russia-of-favored-trade-status-ban-oil-imports,https://www.wsj.com/articles/senate-set-to-pass-bills-to-strip-russia-of-favored-trade-status-ban-oil-imports-11649338449#comments_sector,https://www.wsj.com/news/us?mod=nav_top_section,39,291,0,25,0,,0.173,0.077,0.749,0.5423
12,12,2022-04-07 11:27:12.082025,Good to see some unity here on this site from Americans...how we beat Hitler. We will beat the Butcher of Ukraine too.  Glory to Ukraine.,,4.0,04-07-2022,senate-set-to-pass-bills-to-strip-russia-of-favored-trade-status-ban-oil-imports,https://www.wsj.com/articles/senate-set-to-pass-bills-to-strip-russia-of-favored-trade-status-ban-oil-imports-11649338449#comments_sector,https://www.wsj.com/news/us?mod=nav_top_section,25,137,0,0,0,,0.218,0.0,0.782,0.7506
13,13,2022-04-07 11:27:12.082025,About time to see unanimous action.  This is no time for garbage politics.,,6.0,04-07-2022,senate-set-to-pass-bills-to-strip-russia-of-favored-trade-status-ban-oil-imports,https://www.wsj.com/articles/senate-set-to-pass-bills-to-strip-russia-of-favored-trade-status-ban-oil-imports-11649338449#comments_sector,https://www.wsj.com/news/us?mod=nav_top_section,13,74,0,0,0,,0.0,0.155,0.845,-0.296
14,14,2022-04-07 11:27:12.082025,There were 6 republican members of the house who don't think Russia committed war crimes in Ukraine.,,7.0,04-07-2022,senate-set-to-pass-bills-to-strip-russia-of-favored-trade-status-ban-oil-imports,https://www.wsj.com/articles/senate-set-to-pass-bills-to-strip-russia-of-favored-trade-status-ban-oil-imports-11649338449#comments_sector,https://www.wsj.com/news/us?mod=nav_top_section,17,100,0,1,0,,0.0,0.29,0.71,-0.6921
15,15,2022-04-07 11:27:12.082025,Please list them for us...we need to know...I can speculate...apologists for Putin. Hitler had them too in the West.,,2.0,04-07-2022,senate-set-to-pass-bills-to-strip-russia-of-favored-trade-status-ban-oil-imports,https://www.wsj.com/articles/senate-set-to-pass-bills-to-strip-russia-of-favored-trade-status-ban-oil-imports-11649338449#comments_sector,https://www.wsj.com/news/us?mod=nav_top_section,19,116,0,0,0,,0.113,0.0,0.887,0.3182
16,16,2022-04-07 11:31:12.082025,"From the Hill
GOP Reps. Andy Biggs (Ariz.), Warren Davidson (Ohio), Paul Gosar (Ariz.),&nbsp;Marjorie Taylor Greene&nbsp;(Ga.),&nbsp;Thomas Massie&nbsp;(Ky.) and Scott Perry (Pa.) all opposed the bill.
Wednesday’s vote was not the first time Biggs, Greene and Massie opposed legislation responding to Russia’s invasion of Ukraine.
Last month the trio&nbsp;voted against a bill&nbsp;to revoke normal trade relations with Russia, along with five other Republicans. The eight GOP members in opposition of the legislation have all worked to maintain close ties to former President&nbsp;Trump&nbsp;and have frequently found themselves in the far-right wing of the Republican Party.",,5.0,04-07-2022,senate-set-to-pass-bills-to-strip-russia-of-favored-trade-status-ban-oil-imports,https://www.wsj.com/articles/senate-set-to-pass-bills-to-strip-russia-of-favored-trade-status-ban-oil-imports-11649338449#comments_sector,https://www.wsj.com/news/us?mod=nav_top_section,93,676,0,31,0,,0.029,0.0,0.971,0.4019
17,17,2022-04-07 11:44:12.082025,"I would like to hear what they said.  There's all kinds of reasons this bill is a whitewash.   I would also like the transcript where they said they didn't think Russia  committed atrocities.   
Sounds like typical disinformation.",,2.0,04-07-2022,senate-set-to-pass-bills-to-strip-russia-of-favored-trade-status-ban-oil-imports,https://www.wsj.com/articles/senate-set-to-pass-bills-to-strip-russia-of-favored-trade-status-ban-oil-imports-11649338449#comments_sector,https://www.wsj.com/news/us?mod=nav_top_section,37,230,0,2,0,,0.218,0.046,0.736,0.699
18,18,2022-04-07 11:41:12.082025,"Thank you Charles..who wants to find themselves in any group where Marjorie Taylor Greene has a voice? Do any of these folks remember Ronald Reagan? Of course Trump thinks Putin's invasion was ""savvy"" and ""smart"". I am a student of WWII history. 1933 to 1945. 50 million dead at the hands of Hitler and Stalin. And Trump has the entire party terrified.  The banality of evil continues.",,2.0,04-07-2022,senate-set-to-pass-bills-to-strip-russia-of-favored-trade-status-ban-oil-imports,https://www.wsj.com/articles/senate-set-to-pass-bills-to-strip-russia-of-favored-trade-status-ban-oil-imports-11649338449#comments_sector,https://www.wsj.com/news/us?mod=nav_top_section,67,385,0,7,0,,0.067,0.169,0.764,-0.8708
19,19,2022-04-07 11:27:12.082025,Can we still buy Venezuelan oil though? That way we can still funnel money to our enemies.,,4.0,04-07-2022,senate-set-to-pass-bills-to-strip-russia-of-favored-trade-status-ban-oil-imports,https://www.wsj.com/articles/senate-set-to-pass-bills-to-strip-russia-of-favored-trade-status-ban-oil-imports-11649338449#comments_sector,https://www.wsj.com/news/us?mod=nav_top_section,17,90,0,1,0,,0.057,0.166,0.777,-0.4767
20,20,2022-04-07 11:27:12.082025,Now do it to China.,,4.0,04-07-2022,senate-set-to-pass-bills-to-strip-russia-of-favored-trade-status-ban-oil-imports,https://www.wsj.com/articles/senate-set-to-pass-bills-to-strip-russia-of-favored-trade-status-ban-oil-imports-11649338449#comments_sector,https://www.wsj.com/news/us?mod=nav_top_section,5,19,0,0,0,,0.0,0.0,1.0,0.0
21,21,2022-04-07 11:53:12.082025,"Not going to happen since the Big Guy and our corporate, university  and media elite are in bed with the truly genocidal and totalitarian Chinese Communists, who crushed Hong Kong and are annihilating the Uighurs. Better to virtue signal regarding the Russians and ignore the elephant in the room.",,1.0,04-07-2022,senate-set-to-pass-bills-to-strip-russia-of-favored-trade-status-ban-oil-imports,https://www.wsj.com/articles/senate-set-to-pass-bills-to-strip-russia-of-favored-trade-status-ban-oil-imports-11649338449#comments_sector,https://www.wsj.com/news/us?mod=nav_top_section,49,297,0,0,0,,0.143,0.14,0.717,0.0516
22,22,2022-04-07 11:27:12.082025,I thought the senate only votes 100-0 when it comes to raising their own pay. Glad to see they are willing to stand up to aggressors.,,4.0,04-07-2022,senate-set-to-pass-bills-to-strip-russia-of-favored-trade-status-ban-oil-imports,https://www.wsj.com/articles/senate-set-to-pass-bills-to-strip-russia-of-favored-trade-status-ban-oil-imports-11649338449#comments_sector,https://www.wsj.com/news/us?mod=nav_top_section,26,133,0,1,0,,0.106,0.117,0.777,0.1779
23,23,2022-04-07 11:27:12.082025,"Why all the dilly-dallying? While Putin is in power, the country of Russia (though not its people) is our ENEMY. Stop with all the subtle gestures. I'm not saying start WWIII, but let's stop beating around the Bush. Reagan had it right: ""Evil Empire.""",,3.0,04-07-2022,senate-set-to-pass-bills-to-strip-russia-of-favored-trade-status-ban-oil-imports,https://www.wsj.com/articles/senate-set-to-pass-bills-to-strip-russia-of-favored-trade-status-ban-oil-imports-11649338449#comments_sector,https://www.wsj.com/news/us?mod=nav_top_section,44,251,0,9,0,,0.0,0.305,0.695,-0.9525
24,24,2022-04-07 11:27:12.082025,I wonder how we are going to react when China invades Taiwan.  I'm sure Biden will come up with a great plan.,,1.0,04-07-2022,senate-set-to-pass-bills-to-strip-russia-of-favored-trade-status-ban-oil-imports,https://www.wsj.com/articles/senate-set-to-pass-bills-to-strip-russia-of-favored-trade-status-ban-oil-imports-11649338449#comments_sector,https://www.wsj.com/news/us?mod=nav_top_section,22,109,0,1,0,,0.262,0.0,0.738,0.7506
25,25,2022-04-07 11:27:12.082025,"Cutting off oil imports from any supplier is going to raise the price.  That is a price we should be willing to pay, but should not have to pay if Biden hadn't crippled North American oil production.",,9.0,04-07-2022,senate-set-to-pass-bills-to-strip-russia-of-favored-trade-status-ban-oil-imports,https://www.wsj.com/articles/senate-set-to-pass-bills-to-strip-russia-of-favored-trade-status-ban-oil-imports-11649338449#comments_sector,https://www.wsj.com/news/us?mod=nav_top_section,37,199,0,1,0,,0.0,0.109,0.891,-0.2617
26,26,2022-04-07 11:27:12.082025,"The oil companies quit drilling when the price of oil got cheap.  They walked out of the Permian Basin in Texas and shut down all the fracking operations as well as other production operations all over the country.  There was so much oil on the market, if you remember, there was a hard time finding storage for it all.  The $40 haircuts in Midland and Odessa are now history and so far the companies haven't returned to pre-pandemic production.  This has nothing to do with Biden or any other government agency.  This is capitalism pure and simple. Remember, Republicans worship the markets and the markets are raising the price of oil daily.",,4.0,04-07-2022,senate-set-to-pass-bills-to-strip-russia-of-favored-trade-status-ban-oil-imports,https://www.wsj.com/articles/senate-set-to-pass-bills-to-strip-russia-of-favored-trade-status-ban-oil-imports-11649338449#comments_sector,https://www.wsj.com/news/us?mod=nav_top_section,112,643,0,3,0,,0.038,0.012,0.95,0.4404
27,27,2022-04-07 11:51:12.082025,"Oil prices dropped below $0 in April 2020 due to Covid demand drop, wiping out many frackers",,,04-07-2022,senate-set-to-pass-bills-to-strip-russia-of-favored-trade-status-ban-oil-imports,https://www.wsj.com/articles/senate-set-to-pass-bills-to-strip-russia-of-favored-trade-status-ban-oil-imports-11649338449#comments_sector,https://www.wsj.com/news/us?mod=nav_top_section,17,92,0,1,0,,0.0,0.194,0.806,-0.3818
28,28,2022-04-07 11:48:12.082025,There is more to it than that.  Getting financing to re-start production is near impossible for small operators.  Part of that is market volatility and part of it is financial institutions not wanting to cross Green New Deal activists.,,3.0,04-07-2022,senate-set-to-pass-bills-to-strip-russia-of-favored-trade-status-ban-oil-imports,https://www.wsj.com/articles/senate-set-to-pass-bills-to-strip-russia-of-favored-trade-status-ban-oil-imports-11649338449#comments_sector,https://www.wsj.com/news/us?mod=nav_top_section,39,235,0,1,0,,0.0,0.0,1.0,0.0
29,29,2022-04-07 11:27:12.082025,".
The LL will still blame the oil companies.",,2.0,04-07-2022,senate-set-to-pass-bills-to-strip-russia-of-favored-trade-status-ban-oil-imports,https://www.wsj.com/articles/senate-set-to-pass-bills-to-strip-russia-of-favored-trade-status-ban-oil-imports-11649338449#comments_sector,https://www.wsj.com/news/us?mod=nav_top_section,9,44,0,0,0,,0.0,0.255,0.745,-0.34
30,30,2022-04-07 10:27:12.082025,"While largely symbolic what is really significant here is that this is a huge warning shot over the bow of China should they decide to  invade Taiwan.  So a big welcome to Russia into column 2 of the harmonized tariff code where they now join North Korea, Iran, and a few others as the only countries with this dishonorable distinction.  The next step is to update column 2 duty rates, update classifications and then index fixed rates for inflation.  The new era has begun.",,3.0,04-07-2022,senate-set-to-pass-bills-to-strip-russia-of-favored-trade-status-ban-oil-imports,https://www.wsj.com/articles/senate-set-to-pass-bills-to-strip-russia-of-favored-trade-status-ban-oil-imports-11649338449#comments_sector,https://www.wsj.com/news/us?mod=nav_top_section,84,474,0,0,0,,0.142,0.027,0.831,0.8431
31,31,2022-04-07 10:27:12.082025,"If the Congress really wants to do something meaningful, they should strip favored trade status from ANY Sovereign who uses Russian Materials or Commodities to manufacture and sell to the U.S.. if they really care.",,4.0,04-07-2022,senate-set-to-pass-bills-to-strip-russia-of-favored-trade-status-ban-oil-imports,https://www.wsj.com/articles/senate-set-to-pass-bills-to-strip-russia-of-favored-trade-status-ban-oil-imports-11649338449#comments_sector,https://www.wsj.com/news/us?mod=nav_top_section,35,214,0,0,0,,0.212,0.0,0.788,0.8221
32,32,2022-04-07 10:27:12.082025,"HEADS UP!&nbsp;Janet Yellen was a PRIME FED MOVER to Bankrupt Lehman (""It is the [socialist] way"").&nbsp;Janet Yellen is the PRIME TREASURY SECRETARY ordering the Bankruptcy of the Russian People to get Putin (""It is the [socialist] way"").

And now the U.S. is getting Rich by driving Russia and Europe into RECESSION ""and"" Starving Africans and Middle Easterners? You can fix Dumb, but you can't fix stupid!

By the way, the Sanctions aren't working as long as Europe buys Russian Coal, Oil, Gas, and Grain. ""AND"", back on point, ""How did the 1st Great Recession work for you?"".",,1.0,04-07-2022,senate-set-to-pass-bills-to-strip-russia-of-favored-trade-status-ban-oil-imports,https://www.wsj.com/articles/senate-set-to-pass-bills-to-strip-russia-of-favored-trade-status-ban-oil-imports-11649338449#comments_sector,https://www.wsj.com/news/us?mod=nav_top_section,97,579,0,28,0,,0.126,0.108,0.766,0.6134
33,33,2022-04-07 10:27:12.082025,"China, Saudi Arabia and India are still in bed with Russia, economically.   What and where are the ""dire consequences"" Joe promised these countries if they continued to do business as usual with Russia?",,5.0,04-07-2022,senate-set-to-pass-bills-to-strip-russia-of-favored-trade-status-ban-oil-imports,https://www.wsj.com/articles/senate-set-to-pass-bills-to-strip-russia-of-favored-trade-status-ban-oil-imports-11649338449#comments_sector,https://www.wsj.com/news/us?mod=nav_top_section,33,202,0,3,0,,0.068,0.082,0.849,-0.128
34,34,2022-04-07 10:27:12.082025,"Hopefully this won't cut off the dozens of ""beautiful Russian women"" who email me  wanting to meet and marry me, not necessarily in that order.  My spam folder get seven or eight of these proposals a week.   Tracking back the IP address of origin of these emails usually turns up a sender in the Czech Republic.  So I'm relieved that at least these gals got out of Russia Ok.",,12.0,04-07-2022,senate-set-to-pass-bills-to-strip-russia-of-favored-trade-status-ban-oil-imports,https://www.wsj.com/articles/senate-set-to-pass-bills-to-strip-russia-of-favored-trade-status-ban-oil-imports-11649338449#comments_sector,https://www.wsj.com/news/us?mod=nav_top_section,69,375,0,4,0,,0.175,0.032,0.792,0.8748
35,35,2022-04-07 10:27:12.082025,why did it take so long ...?,,2.0,04-07-2022,senate-set-to-pass-bills-to-strip-russia-of-favored-trade-status-ban-oil-imports,https://www.wsj.com/articles/senate-set-to-pass-bills-to-strip-russia-of-favored-trade-status-ban-oil-imports-11649338449#comments_sector,https://www.wsj.com/news/us?mod=nav_top_section,7,28,0,1,0,,0.0,0.0,1.0,0.0
36,36,2022-04-07 11:27:12.082025,"From the article, the original language was too broad and could allow a US president to abuse the intent of the bill.  Rand Paul corrected that overly broad language.",,1.0,04-07-2022,senate-set-to-pass-bills-to-strip-russia-of-favored-trade-status-ban-oil-imports,https://www.wsj.com/articles/senate-set-to-pass-bills-to-strip-russia-of-favored-trade-status-ban-oil-imports-11649338449#comments_sector,https://www.wsj.com/news/us?mod=nav_top_section,29,166,0,0,0,,0.126,0.126,0.749,-0.25
37,37,2022-04-07 10:27:12.082025,Paul Rand,,1.0,04-07-2022,senate-set-to-pass-bills-to-strip-russia-of-favored-trade-status-ban-oil-imports,https://www.wsj.com/articles/senate-set-to-pass-bills-to-strip-russia-of-favored-trade-status-ban-oil-imports-11649338449#comments_sector,https://www.wsj.com/news/us?mod=nav_top_section,2,9,0,0,0,,0.0,0.0,1.0,0.0
38,38,2022-04-07 10:27:12.082025,"Wow!  100 to 0!  Stand firm and strong for the easy stuff.  Now what about the hard stuff.
Say, like pressuring the Germans to cut reliance on Russian natural gas.  Germany -- willfully and against warnings over a decade -- painted itself, and thereby NATO and Europe as a whole, into a corner of energy dependence on the the patently sinister Kremlin.  Surely, some intelligence service has the goods on former Kanzler Gerhard Schöder, long and still a Putin employee, for his role in Nord Stream and his role in enchanting das ehemalige DDR-Mädchen Merkel into going along.",,6.0,04-07-2022,senate-set-to-pass-bills-to-strip-russia-of-favored-trade-status-ban-oil-imports,https://www.wsj.com/articles/senate-set-to-pass-bills-to-strip-russia-of-favored-trade-status-ban-oil-imports-11649338449#comments_sector,https://www.wsj.com/news/us?mod=nav_top_section,98,575,0,7,0,,0.203,0.103,0.694,0.9133
39,39,2022-04-07 10:27:12.082025,"To strip Russia of trade status is just one of countless sanctions that the West is doing to Russia to make Russia poor and weak

as all nations need international trade to grow economy 

when the rest of the world in moving ahead

Russian economy will either stay at the same place or even retreat back to Soviet level

perhaps economic hardship can convince Russian leadership after Putin to change course and conform to international norms",,9.0,04-07-2022,senate-set-to-pass-bills-to-strip-russia-of-favored-trade-status-ban-oil-imports,https://www.wsj.com/articles/senate-set-to-pass-bills-to-strip-russia-of-favored-trade-status-ban-oil-imports-11649338449#comments_sector,https://www.wsj.com/news/us?mod=nav_top_section,76,442,0,0,0,,0.046,0.1,0.854,-0.6705
40,40,2022-04-07 10:27:12.082025,"“Stripping Russia of its most-favored nation status is a largely symbolic step…”

Indeed. While I’m all for revoking Russia’s MFN status, this is basically virtue signaling for politicians. What we should do is to ship MIGs, S-300s, tanks, APCs, more javelins, stingers, anti-ship missile, etc. As Ukraine’s Foreign Minister said “we need three things: more weapons, more weapons and more weapons.”

Are you listening, Joe?",,10.0,04-07-2022,senate-set-to-pass-bills-to-strip-russia-of-favored-trade-status-ban-oil-imports,https://www.wsj.com/articles/senate-set-to-pass-bills-to-strip-russia-of-favored-trade-status-ban-oil-imports-11649338449#comments_sector,https://www.wsj.com/news/us?mod=nav_top_section,65,423,0,13,0,,0.04,0.091,0.869,-0.5553
41,41,2022-04-07 09:27:12.082025,"<blockquote class=""src-entities-Text-TextEntity__blockquote"">About 8% of U.S. imports of oil and refined products, or about 672,000 barrels a day, came from Russia last year, said&nbsp;Andy Lipow, president of Lipow Oil Associates LLC in Houston, citing figures from the Energy Information Administration.</blockquote>
It would be helpful to know the specific companies that are importing Russian oil. One could argue that the sanctions are really against the companies that are doing the importing, re-selling, etc. ---which is fine---but who are we talking about?",,1.0,04-07-2022,senate-set-to-pass-bills-to-strip-russia-of-favored-trade-status-ban-oil-imports,https://www.wsj.com/articles/senate-set-to-pass-bills-to-strip-russia-of-favored-trade-status-ban-oil-imports-11649338449#comments_sector,https://www.wsj.com/news/us?mod=nav_top_section,79,565,0,22,0,,0.06,0.029,0.911,0.3612
42,42,2022-04-07 09:27:12.082025,Russia (along with few other nations following Russia's path) should be put in a new category- the most favored for prosecution for committing war crimes against humanity.,,3.0,04-07-2022,senate-set-to-pass-bills-to-strip-russia-of-favored-trade-status-ban-oil-imports,https://www.wsj.com/articles/senate-set-to-pass-bills-to-strip-russia-of-favored-trade-status-ban-oil-imports-11649338449#comments_sector,https://www.wsj.com/news/us?mod=nav_top_section,27,171,0,4,0,,0.13,0.218,0.652,-0.6086
43,43,2022-04-07 09:27:12.082025,"A ban on Russian oil will never happen .  The European economy along with the US will go into a tailspin as oil approaches  $200 a barrel .  The sanctions are a joke, especially since  two of Russia's largest banks still receive swift  transactions  for oil and natural gas.  You have an election in France and mid terms in the US, the anti American left painted themselves into a corner with bumbling Biden making the situation worse  every day",,5.0,04-07-2022,senate-set-to-pass-bills-to-strip-russia-of-favored-trade-status-ban-oil-imports,https://www.wsj.com/articles/senate-set-to-pass-bills-to-strip-russia-of-favored-trade-status-ban-oil-imports-11649338449#comments_sector,https://www.wsj.com/news/us?mod=nav_top_section,79,445,0,2,0,,0.08,0.11,0.81,-0.5423
44,44,2022-04-07 10:27:12.082025,Love how you trump supporters think everything was run so well under the prior administration.  If this were true why did Trump fail to get re-elected?  Seems clear...,,5.0,04-07-2022,senate-set-to-pass-bills-to-strip-russia-of-favored-trade-status-ban-oil-imports,https://www.wsj.com/articles/senate-set-to-pass-bills-to-strip-russia-of-favored-trade-status-ban-oil-imports-11649338449#comments_sector,https://www.wsj.com/news/us?mod=nav_top_section,28,167,0,2,0,,0.323,0.089,0.588,0.8458
45,45,2022-04-07 11:27:12.082025,You are responsible for Biden and the chaos and suffering that he has unleashed.  Take responsibility for that and quit trying to blame someone else.,,3.0,04-07-2022,senate-set-to-pass-bills-to-strip-russia-of-favored-trade-status-ban-oil-imports,https://www.wsj.com/articles/senate-set-to-pass-bills-to-strip-russia-of-favored-trade-status-ban-oil-imports-11649338449#comments_sector,https://www.wsj.com/news/us?mod=nav_top_section,25,149,0,0,0,,0.071,0.283,0.646,-0.7845
46,46,2022-04-07 12:01:12.082025,"Dean, the chaos and suffering is in Ukraine.  Try to keep up.",,,04-07-2022,senate-set-to-pass-bills-to-strip-russia-of-favored-trade-status-ban-oil-imports,https://www.wsj.com/articles/senate-set-to-pass-bills-to-strip-russia-of-favored-trade-status-ban-oil-imports-11649338449#comments_sector,https://www.wsj.com/news/us?mod=nav_top_section,12,61,0,0,0,,0.0,0.405,0.595,-0.7783
47,47,2022-04-07 09:27:12.082025,"Why not pass a bill prohibiting Russian ownership of anything in the U.S., and the prohibition of U.S. entities buying anything Russian. It can sunset when they decide to join rational civilizati9n.",,3.0,04-07-2022,senate-set-to-pass-bills-to-strip-russia-of-favored-trade-status-ban-oil-imports,https://www.wsj.com/articles/senate-set-to-pass-bills-to-strip-russia-of-favored-trade-status-ban-oil-imports-11649338449#comments_sector,https://www.wsj.com/news/us?mod=nav_top_section,32,198,0,0,0,,0.068,0.0,0.932,0.296
0,0,2022-04-07 11:42:12.082025,Amazing how we all love Tiger despite his baggage and yet Phil is persona non grata for speaking the truth.  Phil needs to get out on the course with one of his kids and invite the media pronto!,,,04-07-2022,tiger-woods-masters-golf-augusta,https://www.wsj.com/articles/tiger-woods-masters-golf-augusta-11649176926?mod=wsjhp_columnists_pos3,https://www.wsj.com/?mod=nav_top_section,38,194,0,1,0,,0.264,0.0,0.736,0.9041
1,1,2022-04-07 11:27:12.082025,"As a former Masters champion, Tiger can tee it up on Thursday. I believe him when he says that he thinks he can win. He wouldn't tee it up otherwise. Hogan did it. Tiger can do it. There are lots of ways to win at Augusta. Long and straight are always welcome, but straight probably is more important. Plus, the winner on any professional event is the person who putts the best. Does anyone believe that there ever was a better clutch putter in all of golf? Maybe Jack, but that's it.",,,04-07-2022,tiger-woods-masters-golf-augusta,https://www.wsj.com/articles/tiger-woods-masters-golf-augusta-11649176926?mod=wsjhp_columnists_pos3,https://www.wsj.com/?mod=nav_top_section,92,484,0,3,0,,0.279,0.0,0.721,0.9827
2,2,2022-04-07 10:27:12.082025,"Headline---""Tiger Woods Is Back...""

As long as Woods is playing golf....we'll be hearing a lot about it.

We always have....<span data-openweb-allow-amp=""true"" style=""font-weight: bold; cursor: pointer;"">See more</span>",,1.0,04-07-2022,tiger-woods-masters-golf-augusta,https://www.wsj.com/articles/tiger-woods-masters-golf-augusta-11649176926?mod=wsjhp_columnists_pos3,https://www.wsj.com/?mod=nav_top_section,26,220,0,25,0,,0.161,0.0,0.839,0.5267
3,3,2022-04-07 10:27:12.082025,My prediction:  Woods won't be playing on Sunday.,,,04-07-2022,tiger-woods-masters-golf-augusta,https://www.wsj.com/articles/tiger-woods-masters-golf-augusta-11649176926?mod=wsjhp_columnists_pos3,https://www.wsj.com/?mod=nav_top_section,8,49,0,2,0,,0.0,0.185,0.815,-0.1511
4,4,2022-04-07 10:27:12.082025,"Tigger's would-be comeback is remarkable. That said, the media's constant slobbering over him is too much; there has been no discussion of the other 90 or so capable professionals in the field. Not everyone is a fan of Eldrick, who has exhibited questionable character at times, is suspected of steroid use, disses fans, and who plays fast and loose with the Rules of Golf. Not everyone is a Tiger fan, and my anticipation of this year's event is less because of the attention being given him.",,,04-07-2022,tiger-woods-masters-golf-augusta,https://www.wsj.com/articles/tiger-woods-masters-golf-augusta-11649176926?mod=wsjhp_columnists_pos3,https://www.wsj.com/?mod=nav_top_section,86,493,0,5,0,,0.107,0.129,0.764,-0.0407
5,5,2022-04-07 09:27:12.082025,"In addition to being an extraordinary athlete, Woods is a very good marketer of himself. I believe he decided to play months ago as the over the top  publicity injects more interest in his ""brand""....and that results in more revenue for Woods.  After all, he is down to his last $800 million while earning $50 million a year.   

Woods will positively impact viewership and interest in an otherwise over blown event with so many boring participants and drama queen announcers.",,,04-07-2022,tiger-woods-masters-golf-augusta,https://www.wsj.com/articles/tiger-woods-masters-golf-augusta-11649176926?mod=wsjhp_columnists_pos3,https://www.wsj.com/?mod=nav_top_section,80,476,0,4,0,,0.193,0.029,0.778,0.93
6,6,2022-04-07 08:27:12.082025,"In the conversation of who is the greatest, Tiger is definitely in the conversation. Jack has the most wins and Arnie is the most loved and brought the game to TV. But Tiger was the Michael Jordan of golf. People who weren't fans would tune in just to see what he would do next. So it's springtime in Augusta and we'll all be watching.",,,04-07-2022,tiger-woods-masters-golf-augusta,https://www.wsj.com/articles/tiger-woods-masters-golf-augusta-11649176926?mod=wsjhp_columnists_pos3,https://www.wsj.com/?mod=nav_top_section,64,335,0,3,0,,0.137,0.0,0.863,0.8197
7,7,2022-04-07 07:27:12.082025,Hope Tiger makes the cut. It will be epic!,,1.0,04-07-2022,tiger-woods-masters-golf-augusta,https://www.wsj.com/articles/tiger-woods-masters-golf-augusta-11649176926?mod=wsjhp_columnists_pos3,https://www.wsj.com/?mod=nav_top_section,9,42,0,1,0,,0.26,0.171,0.569,0.2714
8,8,2022-04-07 10:27:12.082025,Hope he plays 1 round and WD.,,,04-07-2022,tiger-woods-masters-golf-augusta,https://www.wsj.com/articles/tiger-woods-masters-golf-augusta-11649176926?mod=wsjhp_columnists_pos3,https://www.wsj.com/?mod=nav_top_section,7,29,0,0,0,,0.757,0.0,0.243,0.8531
9,9,2022-04-07 07:27:12.082025,"I don't see how anybody that hasn't played competitive golf in over a year, is playing their first tournament since incurring major injuries, and is over 45,has any chance of winning the Masters. It's an act of guts, determination, and hubris to try.

But hey, this is Tiger Woods we are talking about. This is going to compelling to watch, no matter how it turns out.",,2.0,04-07-2022,tiger-woods-masters-golf-augusta,https://www.wsj.com/articles/tiger-woods-masters-golf-augusta-11649176926?mod=wsjhp_columnists_pos3,https://www.wsj.com/?mod=nav_top_section,66,368,0,3,0,,0.147,0.079,0.774,0.4354
10,10,2022-04-07 06:27:12.082025,"When it comes to interest in the sport or an event, there simply is no one who comes close to Tiger.

That said, it would be a major accomplishment if he makes the cut. Traversing the 7500 yards on that leg seems like too much.",,1.0,04-07-2022,tiger-woods-masters-golf-augusta,https://www.wsj.com/articles/tiger-woods-masters-golf-augusta-11649176926?mod=wsjhp_columnists_pos3,https://www.wsj.com/?mod=nav_top_section,45,227,0,0,0,,0.11,0.086,0.803,0.296
11,11,2022-04-07 05:27:12.082025,Odds are he will miss the cut....,,2.0,04-07-2022,tiger-woods-masters-golf-augusta,https://www.wsj.com/articles/tiger-woods-masters-golf-augusta-11649176926?mod=wsjhp_columnists_pos3,https://www.wsj.com/?mod=nav_top_section,7,33,0,0,0,,0.0,0.211,0.789,-0.1531
12,12,2022-04-07 01:27:12.082025,"Mazie Hirono we know you are really writing in as ""Ellyn Oys"".",,1.0,04-07-2022,tiger-woods-masters-golf-augusta,https://www.wsj.com/articles/tiger-woods-masters-golf-augusta-11649176926?mod=wsjhp_columnists_pos3,https://www.wsj.com/?mod=nav_top_section,12,62,0,2,0,,0.0,0.0,1.0,0.0
